Brand,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,Price
Toyota,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100,18000
Mercedes-Benz,sedan,99,1.8,Petrol,yes,2008,C-Class,18000
BMW,sedan,245,2.5,Petrol,yes,2007,523,18000
BMW,sedan,180,2,Other,no,2011,520,18000
Mercedes-Benz,van,260,2.2,Diesel,yes,2013,Sprinter 316,17999
Toyota,crossover,35,2,Petrol,yes,2009,Rav 4,17999
Volkswagen,sedan,80,1.8,Petrol,yes,2012,Passat B7,17999
Mercedes-Benz,other,38,2,Petrol,yes,2009,CLC 200,17999
Mercedes-Benz,crossover,230,3,Diesel,yes,2007,R 320,17990
Mercedes-Benz,van,322,3,Diesel,yes,2007,Sprinter 318,17977
Toyota,sedan,87,2.4,Petrol,yes,2010,Camry,17950
BMW,other,98,3,Petrol,yes,2007,Z4,17900
Mercedes-Benz,van,167,2.2,Diesel,yes,2012,Vito,17900
Volkswagen,crossover,145,3,Diesel,yes,2007,Touareg,17900
Volkswagen,crossover,167,3,Diesel,yes,2007,Touareg,17900
Volkswagen,crossover,130,3.6,Gas,yes,2007,Touareg,17900
Volkswagen,crossover,70,1.4,Petrol,yes,2012,Tiguan,17900
Volkswagen,other,119,2,Diesel,yes,2012,T6 (Transporter),17900
Volkswagen,van,92,1.4,Petrol,yes,2012,Sharan,17900
Volkswagen,other,123,1.8,Petrol,yes,2010,Passat CC,17900
Volkswagen,sedan,96,2.5,Petrol,yes,2013,Passat B7,17900
Volkswagen,vagon,115,1.8,Petrol,yes,2012,Passat B7,17900
Mitsubishi,crossover,87,3.8,Gas,yes,2008,Pajero Wagon,17900
Mitsubishi,crossover,89,3.8,Gas,yes,2008,Pajero Wagon,17900
Mitsubishi,crossover,140,3.8,Gas,yes,2007,Pajero Wagon,17900
Volkswagen,van,188,2.5,Diesel,yes,2008,Multivan,17900
Volkswagen,sedan,192,2.5,Diesel,yes,2007,Multivan,17900
Toyota,crossover,133,2.7,Gas,yes,2007,Land Cruiser Prado,17900
Mercedes-Benz,sedan,190,3,Diesel,yes,2007,E-Class,17900
Toyota,sedan,35,1.6,Petrol,yes,2014,Corolla,17900
BMW,sedan,69,2,Petrol,yes,2008,320,17900
Toyota,crossover,240,2.7,Gas,yes,2007,Land Cruiser Prado,17835
BMW,crossover,265,3,Diesel,yes,2005,X5,17800
Mercedes-Benz,van,145,2.2,Diesel,yes,2010,Vito,17800
Volkswagen,sedan,180,3,Diesel,yes,2007,Touareg,17800
Volkswagen,crossover,210,3,Diesel,yes,2005,Touareg,17800
Mitsubishi,crossover,111,2.4,Petrol,yes,2011,Outlander XL,17800
Toyota,crossover,220,3,Diesel,yes,2004,Land Cruiser Prado,17800
Mercedes-Benz,sedan,73,3,Petrol,yes,2008,C-Class,17800
Mercedes-Benz,van,162,1.8,Diesel,yes,2012,B 180,17800
Mercedes-Benz,van,162,1.8,Diesel,yes,2012,B 180,17800
Mercedes-Benz,van,162,1.8,Diesel,yes,2012,B 180,17800
Audi,sedan,177,4.2,Petrol,yes,2008,A8,17800
BMW,vagon,159,3,Diesel,yes,2008,530,17800
Volkswagen,van,250,2,Diesel,yes,2010,T6 (Transporter),17777
Volkswagen,van,250,2,Diesel,yes,2010,T5 (Transporter),17777
Toyota,other,120,2.7,Gas,yes,2006,Land Cruiser Prado,17777
Volkswagen,van,250,2,Diesel,yes,2010,Caravelle,17777
Audi,other,70,2,Petrol,yes,2009,TT,17700
Mitsubishi,crossover,165,3,Gas,yes,2007,Pajero Wagon,17700
Toyota,sedan,30,1.6,Petrol,yes,2014,Corolla,17700
BMW,sedan,98,2,Petrol,yes,2011,320,17700
Volkswagen,sedan,110,1.8,Petrol,yes,2012,Passat B7,17650
Renault,crossover,0,1.2,Petrol,yes,2016,Captur,17639.47
Mercedes-Benz,sedan,174,4,Diesel,yes,2005,S 400,17600
Toyota,sedan,131,2,Petrol,yes,2011,Avensis,17595
Mitsubishi,crossover,115,3,Gas,yes,2008,Pajero Wagon,17555
BMW,crossover,210,3,Diesel,yes,2005,X5,17500
Mercedes-Benz,van,220,3,Diesel,yes,2012,Vito,17500
Mercedes-Benz,other,180,3,Diesel,yes,2008,Vito,17500
Volkswagen,sedan,144,1.4,Petrol,yes,2012,Passat CC,17500
Volkswagen,sedan,76,1.8,Petrol,yes,2012,Passat B7,17500
Volkswagen,vagon,160,1.4,Petrol,yes,2011,Passat B7,17500
Mitsubishi,crossover,194,3.2,Diesel,yes,2008,Pajero Wagon,17500
Mitsubishi,crossover,170,3.8,Gas,yes,2008,Pajero Wagon,17500
Toyota,crossover,168,4,Gas,yes,2004,Land Cruiser Prado,17500
Mitsubishi,other,69,2.5,Diesel,yes,2011,L 200,17500
Renault,crossover,20,1.5,Diesel,yes,2016,Duster,17500
Mercedes-Benz,vagon,113,2.2,Diesel,yes,2010,C-Class,17500
Mercedes-Benz,sedan,130,3,Petrol,yes,2007,C-Class,17500
Toyota,hatch,45,1.6,Petrol,yes,2014,Auris,17500
Mitsubishi,crossover,38,1.8,Petrol,yes,2012,ASX,17500
Audi,vagon,144,2,Diesel,yes,2010,A4,17500
Audi,sedan,94,1.8,Petrol,yes,2008,A4,17500
BMW,vagon,125,3,Diesel,yes,2006,530,17500
BMW,sedan,102,2,Petrol,yes,2011,320,17500
Mitsubishi,crossover,149,3,Gas,yes,2008,Pajero Wagon,17499
Mercedes-Benz,sedan,145,1.8,Petrol,yes,2008,C-Class,17499
Volkswagen,sedan,73,1.8,Petrol,yes,2012,Passat B7,17400
Toyota,hatch,0,1.33,Petrol,yes,2016,Yaris,17394.09
Volkswagen,crossover,148,3,Diesel,yes,2007,Touareg,17300
Mercedes-Benz,sedan,184,1.8,Gas,yes,2008,E-Class,17300
Mercedes-Benz,sedan,107,1.8,Petrol,yes,2008,C-Class,17300
Toyota,other,135,3.5,Gas,yes,2009,Camry,17300
BMW,sedan,180,3,Diesel,yes,2007,730,17300
BMW,crossover,308,4.6,Gas,yes,2003,X5,17200
Volkswagen,crossover,220,2.5,Diesel,yes,2006,Touareg,17200
Volkswagen,van,230,3.2,Gas,yes,2008,Multivan,17200
Toyota,crossover,149,4.7,Petrol,yes,2008,Land Cruiser 200,17200
Volkswagen,other,15,1.2,Petrol,yes,2014,Golf VII,17200
Toyota,sedan,50,1.6,Petrol,yes,2013,Corolla,17200
Mercedes-Benz,sedan,180,3,Diesel,yes,2006,320,17200
Volkswagen,sedan,0,1.6,Petrol,yes,2016,Jetta,17191.2
BMW,crossover,188,3,Diesel,yes,2004,X5,17100
Volkswagen,crossover,158,2.5,Diesel,yes,2007,Touareg,17000
Volkswagen,van,157,2,Diesel,yes,2010,T5 (Transporter),17000
Audi,crossover,127,3,Diesel,no,2013,Q7,17000
Volkswagen,other,184,3.6,Petrol,yes,2008,Passat B6,17000
Mitsubishi,crossover,89,3.8,Petrol,yes,2008,Pajero Wagon,17000
Mitsubishi,crossover,215,3.8,Petrol,yes,2006,Pajero Wagon,17000
Toyota,sedan,95,2,Gas,yes,2011,Avensis,17000
BMW,vagon,158,2,Diesel,yes,2010,320,17000
Volkswagen,sedan,105,1.8,Petrol,yes,2011,Passat B7,16999
Mitsubishi,crossover,107,3,Gas,yes,2008,Pajero Wagon,16999
Toyota,crossover,157,2.7,Gas,yes,2007,Land Cruiser Prado,16999
Volkswagen,sedan,0,1.6,Petrol,yes,2016,Jetta,16999
Audi,vagon,140,4.2,Petrol,yes,2007,A6 Allroad,16999
Audi,hatch,69,1.4,Petrol,yes,2012,A1,16999
BMW,vagon,213,3,Diesel,yes,2007,530,16999
BMW,other,90,2.5,Petrol,yes,2008,325,16999
Mitsubishi,crossover,135,3,Gas,yes,2008,Pajero Wagon,16950
Volkswagen,sedan,38,2,Diesel,yes,2014,Jetta,16950
Mercedes-Benz,van,180,3,Diesel,yes,2008,Vito,16900
Volkswagen,crossover,133,2.5,Diesel,yes,2007,Touareg,16900
Volkswagen,crossover,145,1.4,Petrol,yes,2011,Tiguan,16900
Volkswagen,van,121,2,Diesel,yes,2014,T5 (Transporter),16900
Mitsubishi,crossover,126,3,Gas,yes,2008,Pajero Wagon,16900
Mitsubishi,other,120,3,Petrol,yes,2008,Pajero Wagon,16900
Toyota,hatch,20,1.6,Petrol,yes,2014,Auris,16900
BMW,crossover,250,3,Diesel,yes,2004,X5,16800
Mercedes-Benz,van,116,2.2,Diesel,yes,2013,Vito,16800
Mercedes-Benz,van,116,NA,Other,yes,2013,Vito,16800
Volkswagen,crossover,249,5,Diesel,yes,2005,Touareg,16800
Volkswagen,other,164,2,Diesel,yes,2010,T5 (Transporter),16800
Volkswagen,vagon,149,1.4,Gas,yes,2013,Passat B7,16800
Toyota,crossover,154,2.7,Petrol,yes,2005,Land Cruiser Prado,16800
Toyota,crossover,165,2.7,Petrol,yes,2005,Land Cruiser Prado,16800
Toyota,crossover,238,4,Gas,yes,2004,Land Cruiser Prado,16800
Mercedes-Benz,other,266,3,Diesel,yes,2007,E-Class,16800
Mercedes-Benz,sedan,125,1.8,Petrol,yes,2008,C-Class,16800
Audi,hatch,47,1.2,Petrol,yes,2013,A3,16800
Audi,sedan,47,1.2,Petrol,yes,2013,A3,16800
BMW,sedan,154,3,Petrol,yes,2006,330,16800
BMW,crossover,260,4.4,Petrol,yes,2003,X5,16700
Volkswagen,sedan,175,2,Petrol,yes,2011,Passat CC,16700
Audi,vagon,131,2,Diesel,yes,2009,A4,16700
BMW,sedan,150,2,Diesel,yes,2008,520,16700
Toyota,hatch,1,1.6,Petrol,yes,2016,Auris,16672.5
Mercedes-Benz,sedan,159,3.5,Gas,yes,2006,CLS 350,16555
BMW,crossover,230,3,Gas,yes,2004,X5,16500
Mercedes-Benz,van,152,2.2,Diesel,yes,2012,Vito,16500
Mercedes-Benz,other,107,2.2,Diesel,yes,2010,Vito,16500
Mercedes-Benz,van,223,2.2,Diesel,yes,2009,Vito,16500
Mercedes-Benz,other,260,2.2,Diesel,yes,2011,Sprinter 319,16500
Mercedes-Benz,van,386,2.2,Diesel,yes,2006,Sprinter 313,16500
Mercedes-Benz,sedan,280,3.7,Petrol,yes,2004,S 350,16500
Volkswagen,sedan,87,NA,Other,yes,2012,Passat B7,16500
Volkswagen,sedan,123,1.8,Petrol,yes,2010,Passat B6,16500
Mitsubishi,crossover,150,3.5,Gas,yes,2008,Outlander XL,16500
Toyota,other,130,2.7,Gas,yes,2004,Land Cruiser Prado,16500
Toyota,crossover,328,4.2,Diesel,yes,1993,Land Cruiser 80,16500
Mercedes-Benz,sedan,190,2.2,Diesel,yes,2007,C-Class,16500
Audi,vagon,171,2,Diesel,yes,2008,A6,16500
Audi,sedan,136,3.2,Petrol,yes,2007,A6,16500
BMW,other,122,2.2,Petrol,yes,2005,520,16500
BMW,sedan,150,2.5,Petrol,yes,2005,325,16500
Volkswagen,van,143,2,Diesel,yes,2012,T5 (Transporter),16450
Audi,vagon,152,2,Diesel,yes,2011,A4,16400
BMW,sedan,187,4.8,Gas,yes,2007,750,16400
BMW,crossover,258,4.4,Petrol,yes,2005,X5,16300
Mercedes-Benz,van,175,2.2,Diesel,yes,2010,Vito,16300
Audi,vagon,180,3.2,Petrol,yes,2006,A6 Allroad,16300
Volkswagen,sedan,116,2,Diesel,yes,2011,Passat B7,16200
Toyota,crossover,219,2.7,Petrol,yes,2006,Land Cruiser Prado,16200
Toyota,crossover,281,4.2,Diesel,yes,1999,Land Cruiser 100,16200
Volkswagen,hatch,44,1.4,Petrol,yes,2012,Golf VI,16200
BMW,crossover,194,3,Diesel,yes,2004,X5,16100
Toyota,sedan,90,2.5,Gas,yes,2012,Camry,16030
Volkswagen,crossover,90,2,Petrol,yes,2011,Tiguan,16000
Volkswagen,hatch,26,1.2,Petrol,yes,2014,Polo,16000
Mitsubishi,vagon,174,3.2,Diesel,yes,2006,Pajero Wagon,16000
Mitsubishi,crossover,147,2.5,Diesel,yes,2008,Pajero Sport,16000
Toyota,crossover,250,4.7,Gas,yes,2001,Land Cruiser 100,16000
Toyota,sedan,89,1.8,Other,yes,2011,Avensis,16000
Mitsubishi,crossover,59,NA,Petrol,yes,2012,ASX,16000
Audi,sedan,250,2,Diesel,yes,2008,A6,16000
Audi,sedan,180,3,Diesel,yes,2006,A6,16000
Mitsubishi,crossover,149,3,Gas,yes,2008,Pajero Wagon,15999
Volkswagen,vagon,1,2,Diesel,yes,2012,T6 (Transporter),15900
Volkswagen,sedan,150,2,Diesel,yes,2012,Passat B7,15900
Volkswagen,other,160,1.8,Petrol,yes,2010,Passat B6,15900
Mitsubishi,crossover,138,3,Gas,yes,2008,Pajero Wagon,15900
Mitsubishi,crossover,180,3,Gas,yes,2008,Pajero Wagon,15900
Mitsubishi,crossover,180,3,Gas,yes,2008,Pajero Wagon,15900
Volkswagen,sedan,77,1.4,Petrol,yes,2012,Jetta,15900
Volkswagen,sedan,103,NA,Petrol,yes,2012,Jetta,15900
Mercedes-Benz,vagon,219,3,Diesel,yes,2007,E-Class,15900
Mercedes-Benz,sedan,216,5,Petrol,yes,2007,E-Class,15900
Audi,hatch,160,1.4,Petrol,yes,2011,A3,15900
Volkswagen,vagon,139,1.4,Gas,yes,2011,Passat B7,15880
Volkswagen,crossover,98,2,Diesel,yes,2008,Tiguan,15850
Renault,sedan,0,1.5,Diesel,yes,2016,Fluence,15820.35
Mercedes-Benz,other,264,2.2,Other,yes,2009,Vito,15800
Volkswagen,van,194,2,Diesel,yes,2012,T5 (Transporter),15800
Mitsubishi,other,146,2.5,Diesel,yes,2013,L 200,15800
Volkswagen,sedan,56,1.4,Other,yes,2013,Jetta,15800
Mercedes-Benz,sedan,231,3.5,Gas,yes,2005,E-Class,15800
Audi,hatch,123,1.4,Petrol,yes,2010,A3,15800
Volkswagen,sedan,110,1.8,Petrol,yes,2011,Passat B7,15700
Volkswagen,sedan,110,1.8,Petrol,yes,2011,Passat B7,15700
Toyota,crossover,195,4,Gas,yes,2003,Land Cruiser Prado,15700
Toyota,sedan,108,NA,Petrol,yes,2008,Camry,15700
Toyota,sedan,125,3.5,Petrol,yes,2008,Camry,15700
Mitsubishi,other,68,1.8,Petrol,yes,2011,ASX,15700
Renault,van,0,1.5,Diesel,yes,2016,Dokker,15672.15
Renault,vagon,0,1.5,Diesel,yes,2016,Dokker,15635.1
Toyota,sedan,165,3.5,Gas,yes,2008,Camry,15600
Mercedes-Benz,van,75,2,Diesel,yes,2011,Vito,15500
Volkswagen,crossover,167,3.2,Petrol,yes,2006,Touareg,15500
Mercedes-Benz,sedan,270,3.2,Diesel,no,2007,S 320,15500
Toyota,crossover,146,2.4,Gas,yes,2008,Rav 4,15500
Toyota,crossover,120,2,Petrol,yes,2008,Rav 4,15500
Toyota,crossover,130,2,Petrol,yes,2008,Rav 4,15500
Volkswagen,sedan,178,2,Diesel,no,2013,Passat B7,15500
Mitsubishi,crossover,102,3,Petrol,yes,2009,Outlander XL,15500
Toyota,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado,15500
Volkswagen,sedan,80,1.4,Petrol,yes,2013,Jetta,15500
Toyota,sedan,129,3.5,Other,yes,2008,Camry,15500
Toyota,sedan,120,3.5,Petrol,yes,2008,Camry,15500
Toyota,sedan,140,2.4,Gas,yes,2007,Camry,15500
Audi,vagon,180,2,Diesel,yes,2007,A6,15500
Audi,sedan,210,2,Diesel,yes,2008,A4,15500
BMW,sedan,89,2,Diesel,no,2012,520,15500
BMW,sedan,216,2,Diesel,yes,2008,320,15500
Audi,sedan,177,2,Diesel,yes,2007,A6,15499
Mercedes-Benz,sedan,260,2.2,Diesel,yes,2008,E-Class,15400
Toyota,sedan,152,3.5,Gas,yes,2007,Avalon,15400
BMW,vagon,179,2,Diesel,yes,2007,520,15400
Mercedes-Benz,other,234,2.2,Diesel,yes,2008,Sprinter 315,15300
Toyota,crossover,130,2,Petrol,yes,2008,Rav 4,15300
Mercedes-Benz,sedan,240,2.2,Diesel,yes,2006,E-Class,15300
Mercedes-Benz,other,168,3.2,Petrol,yes,2003,CLK 320,15300
Mercedes-Benz,other,120,2.6,Petrol,yes,2004,CLK 240,15300
Toyota,other,116,2.4,Petrol,yes,2009,Camry,15300
BMW,sedan,250,2.5,Petrol,yes,2006,525,15300
BMW,other,136,NA,Petrol,yes,2008,523,15299
Mercedes-Benz,sedan,210,2.2,Diesel,yes,2006,E-Class,15250
BMW,other,144,3,Petrol,yes,2004,530,15250
Volkswagen,crossover,58,2,Petrol,yes,2008,Tiguan,15200
Volkswagen,van,132,2.5,Diesel,yes,2009,T5 (Transporter),15200
Toyota,crossover,208,2,Petrol,yes,2006,Rav 4,15200
Mitsubishi,crossover,193,3,Gas,yes,2008,Pajero Wagon,15200
Renault,other,173,2.3,Diesel,yes,2013,Master,15200
Volkswagen,sedan,185,1.4,Petrol,yes,2011,Golf VI,15200
Mercedes-Benz,sedan,195,3,Diesel,yes,2007,E-Class,15200
Mercedes-Benz,sedan,170,2.8,Gas,yes,2007,E-Class,15200
BMW,sedan,227,2.5,Petrol,yes,2008,525,15200
BMW,crossover,85,4.8,Petrol,no,2010,X5,15000
Mercedes-Benz,other,115,2.2,Diesel,yes,2011,Vito,15000
Volkswagen,vagon,69,1.4,Petrol,yes,2012,Touran,15000
Volkswagen,van,275,2.5,Diesel,yes,2008,T5 (Transporter),15000
Volkswagen,van,230,2.5,Diesel,yes,2007,T5 (Transporter),15000
Mercedes-Benz,crossover,400,3,Diesel,yes,1997,Sprinter 212,15000
Mercedes-Benz,other,82,1.8,Petrol,yes,2004,SLK 200,15000
Mercedes-Benz,sedan,240,5,Petrol,yes,2004,S 500,15000
Mitsubishi,crossover,295,2.8,Diesel,yes,2004,Pajero Wagon,15000
Mitsubishi,crossover,95,2.5,Diesel,yes,2008,Pajero Sport,15000
Mercedes-Benz,crossover,185,3.7,Gas,yes,2005,ML 350,15000
Volkswagen,other,280,2.8,Diesel,yes,2006,LT,15000
Toyota,crossover,184,2.7,Gas,yes,2005,Land Cruiser Prado,15000
Renault,sedan,21,1.5,Diesel,yes,2014,Fluence,15000
Mercedes-Benz,sedan,67,2.8,Other,yes,1995,E-Class,15000
Audi,vagon,154,2,Diesel,yes,2008,A6,15000
Audi,sedan,168,NA,Other,yes,2007,A6,15000
Audi,sedan,38,NA,Diesel,no,2015,A5,15000
Audi,hatch,66,1.2,Petrol,yes,2011,A1,15000
BMW,vagon,245,3,Gas,yes,2006,530,15000
BMW,other,205,NA,Petrol,yes,2004,530,15000
BMW,sedan,137,2.2,Petrol,yes,2004,520,15000
Volkswagen,crossover,200,4.2,Petrol,yes,2007,Touareg,14999
Volkswagen,vagon,128,1.4,Gas,yes,2011,Passat B7,14999
Mitsubishi,crossover,115,3,Petrol,yes,2008,Outlander XL,14999
Renault,van,54,66,Other,yes,2012,Kangoo,14999
Toyota,crossover,280,4.2,Diesel,yes,2000,Land Cruiser 100,14990
BMW,sedan,135,2.5,Petrol,yes,2005,525,14990
Mercedes-Benz,van,211,2.2,Other,yes,2012,Vito,14900
Volkswagen,van,170,1.6,Diesel,yes,2012,Touran,14900
Audi,crossover,183,3.6,Petrol,no,2007,Q7,14900
Toyota,hatch,100,1.8,Other,yes,2010,Prius,14900
Volkswagen,vagon,165,1.4,Petrol,yes,2013,Passat B7,14900
Volkswagen,vagon,170,1.6,Diesel,yes,2011,Passat B7,14900
Toyota,crossover,288,4.7,Gas,yes,2000,Land Cruiser 100,14900
Volkswagen,sedan,73,NA,Petrol,yes,2012,Jetta,14900
Toyota,crossover,124,4,Petrol,yes,2006,Fortuner,14900
Mercedes-Benz,sedan,171,3.2,Gas,yes,2006,E-Class,14900
Mercedes-Benz,other,195,3.2,Gas,yes,1999,CLK 320,14900
Toyota,sedan,149,3.5,Gas,yes,2008,Camry,14900
Toyota,other,175,3.5,Gas,yes,2008,Camry,14900
Toyota,sedan,106,2.4,Petrol,yes,2008,Camry,14900
Toyota,sedan,110,3.5,Petrol,yes,2008,Camry,14900
Audi,sedan,203,2.8,Petrol,yes,2008,A6,14900
BMW,vagon,221,2,Diesel,yes,2008,520,14900
Volkswagen,van,158,2,Diesel,yes,2012,T5 (Transporter),14899
Mercedes-Benz,other,209,3,Diesel,yes,2006,E-Class,14899
Volkswagen,van,165,2,Diesel,yes,2013,Caddy,14899
Toyota,hatch,51,1.6,Petrol,yes,2013,Auris,14850
Mercedes-Benz,van,139,3,Diesel,yes,2008,Vito,14800
Volkswagen,other,177,2,Diesel,yes,2012,T5 (Transporter),14800
Mercedes-Benz,sedan,218,3.2,Diesel,yes,2004,S 320,14800
Volkswagen,sedan,143,2,Diesel,yes,2010,Passat B6,14800
Mercedes-Benz,crossover,242,2.7,Diesel,yes,2005,ML 270,14800
Toyota,crossover,150,NA,Gas,yes,2006,Land Cruiser Prado,14800
Volkswagen,sedan,85,1.4,Petrol,yes,2013,Jetta,14800
Volkswagen,van,65,1.6,Diesel,yes,2012,Caddy,14800
Mercedes-Benz,sedan,220,3,Diesel,yes,2005,E-Class,14750
Toyota,vagon,98,2,Gas,yes,2008,Rav 4,14700
Volkswagen,sedan,97,1.4,Gas,yes,2012,Passat B7,14700
Mitsubishi,crossover,240,3.2,Diesel,yes,2006,Pajero Wagon,14700
Renault,crossover,61,1.5,Diesel,yes,2013,Duster,14700
Toyota,sedan,139,3.5,Petrol,yes,2008,Camry,14700
Toyota,sedan,141,3.5,Petrol,yes,2008,Camry,14700
Toyota,sedan,131,3.5,Gas,yes,2007,Camry,14700
Toyota,hatch,98,1.6,Gas,yes,2013,Auris,14700
Toyota,sedan,155,NA,Petrol,yes,2006,Camry,14699
Mercedes-Benz,van,217,2.2,Diesel,yes,2012,Vito,14600
Renault,other,169,2.3,Diesel,yes,2013,Master,14600
BMW,sedan,116,2.5,Diesel,yes,2004,525,14600
Mercedes-Benz,van,171,2.2,Diesel,yes,2011,Vito,14500
Mercedes-Benz,van,207,2.2,Diesel,yes,2008,Vito,14500
Volkswagen,crossover,173,2.5,Diesel,yes,2005,Touareg,14500
Volkswagen,van,168,2,Diesel,yes,2012,T5 (Transporter),14500
Mercedes-Benz,van,205,2.2,Diesel,yes,2012,Sprinter 313,14500
Mercedes-Benz,van,300,2.2,Diesel,yes,2005,Sprinter 313,14500
Mercedes-Benz,sedan,220,5,Petrol,yes,2004,S 500,14500
Toyota,other,82,2,Gas,yes,2007,Rav 4,14500
Volkswagen,sedan,1,1.6,Other,yes,2016,Polo,14500
Volkswagen,vagon,229,2,Diesel,yes,2009,Passat B6,14500
Mitsubishi,crossover,167,3,Gas,yes,2008,Pajero Wagon,14500
Mitsubishi,crossover,90,3,Petrol,yes,2008,Pajero Wagon,14500
Toyota,other,180,2.5,Diesel,yes,2007,Hilux,14500
Renault,sedan,98,1.5,Diesel,yes,2014,Fluence,14500
Mercedes-Benz,sedan,138,2,Petrol,yes,2007,E-Class,14500
Mercedes-Benz,vagon,178,3,Diesel,yes,2006,E-Class,14500
Mercedes-Benz,other,315,5,Gas,yes,2004,CL 500,14500
Toyota,sedan,127,2.4,Gas,yes,2008,Camry,14500
Toyota,sedan,147,2.4,Gas,yes,2006,Camry,14500
Audi,hatch,60,1.2,Petrol,yes,2011,A1,14500
BMW,sedan,215,NA,Petrol,yes,2006,525,14500
Volkswagen,van,164,2,Diesel,yes,2013,T5 (Transporter),14499
Mercedes-Benz,vagon,212,2.2,Diesel,yes,2008,E-Class,14490
Toyota,crossover,115,2,Petrol,yes,2007,Rav 4,14474
Volkswagen,van,237,2,Diesel,yes,2010,T5 (Transporter),14400
Toyota,crossover,119,NA,Gas,yes,2008,Rav 4,14400
Toyota,sedan,80,2.4,Petrol,yes,2008,Camry,14400
Mercedes-Benz,other,175,2.2,Diesel,yes,2013,Sprinter 313,14300
Toyota,sedan,71,2.4,Petrol,yes,2008,Camry,14300
Toyota,hatch,60,1.6,Petrol,yes,2013,Auris,14300
Audi,other,80,4.2,Petrol,yes,2004,A8,14300
Audi,sedan,175,3,Petrol,yes,2006,A6,14300
BMW,sedan,217,3,Diesel,yes,2005,530,14300
BMW,sedan,198,NA,Petrol,yes,2005,523,14300
Toyota,sedan,83,2,Petrol,yes,2009,Avensis,14299
Toyota,van,127,3.5,Other,yes,2007,Sienna,14250
Mercedes-Benz,van,180,2.2,Diesel,yes,2007,Vito,14200
Mitsubishi,crossover,155,3,Gas,yes,2007,Outlander XL,14200
Mercedes-Benz,crossover,210,NA,Gas,yes,2004,ML 350,14200
Renault,crossover,83,2,Diesel,yes,2012,Koleos,14200
Mercedes-Benz,sedan,245,2.2,Diesel,yes,2007,E-Class,14200
Toyota,sedan,31,NA,Petrol,yes,2014,Corolla,14200
Audi,vagon,200,2.7,Diesel,yes,2006,A6,14200
Audi,sedan,176,3,Diesel,yes,2005,A6,14200
BMW,sedan,135,3,Gas,yes,2004,530,14200
BMW,sedan,263,3,Petrol,yes,2004,530,14200
Mercedes-Benz,van,138,2.2,Diesel,yes,2009,Vito,14100
Toyota,sedan,113,2.4,Gas,yes,2009,Camry,14100
Volkswagen,vagon,115,2,Diesel,yes,2011,Caddy,14100
Toyota,hatch,67,1.6,Petrol,yes,2012,Auris,14100
BMW,crossover,164,3,Diesel,no,2006,X5,14000
BMW,crossover,240,4.4,Gas,yes,2002,X5,14000
Mercedes-Benz,other,144,2.2,Diesel,yes,2009,Vito,14000
Volkswagen,crossover,194,3.2,Gas,yes,2004,Touareg,14000
Mercedes-Benz,other,360,2.2,Diesel,yes,2005,Sprinter 313,14000
Toyota,sedan,25,2.5,Petrol,yes,2014,Camry,14000
Toyota,sedan,1,1.8,Petrol,yes,2008,Avensis,14000
Mercedes-Benz,van,98,2.2,Diesel,yes,2011,Vito,13999
Renault,van,180,2,Diesel,yes,2012,Trafic,13999
Volkswagen,crossover,150,2.5,Diesel,yes,2005,Touareg,13999
Volkswagen,van,175,2,Diesel,yes,2012,T5 (Transporter),13999
Toyota,sedan,198,2.4,Gas,yes,2009,Camry,13999
BMW,sedan,265,3,Diesel,yes,2005,730,13999
Mercedes-Benz,van,126,2.2,Diesel,yes,2013,Vito,13995
Volkswagen,van,147,1.6,Diesel,yes,2013,Touran,13995
Volkswagen,sedan,0,1.6,Petrol,yes,2016,Polo,13972.07
BMW,crossover,278,3,Diesel,yes,2003,X5,13950
Volkswagen,hatch,104,1.2,Petrol,yes,2012,Golf Plus,13950
BMW,crossover,184,3,Gas,yes,2004,X5,13900
Mercedes-Benz,other,225,NA,Other,yes,2008,Vito,13900
Volkswagen,vagon,122,1.4,Gas,yes,2013,Touran,13900
Volkswagen,vagon,123,1.4,Gas,yes,2013,Touran,13900
Volkswagen,crossover,156,2,Diesel,yes,2012,T6 (Transporter),13900
Mercedes-Benz,other,272,2.2,Diesel,yes,2005,Sprinter 313,13900
Mitsubishi,crossover,127,3,Petrol,yes,2008,Outlander XL,13900
Mitsubishi,vagon,93,3,Gas,yes,2007,Outlander XL,13900
Volkswagen,other,170,1.9,Diesel,yes,2006,Multivan,13900
Renault,vagon,89,1.5,Diesel,yes,2013,Megane,13900
Renault,crossover,111,2.5,Gas,yes,2010,Koleos,13900
Mercedes-Benz,sedan,216,2.2,Diesel,yes,2007,E-Class,13900
Mercedes-Benz,other,168,5,Petrol,yes,2002,CL 500,13900
Toyota,sedan,102,3.5,Gas,yes,2008,Camry,13900
Toyota,sedan,102,3.5,Gas,yes,2008,Camry,13900
Toyota,sedan,139,2.4,Other,yes,2008,Camry,13900
Toyota,hatch,79,1.6,Gas,yes,2012,Auris,13900
Toyota,hatch,90,1.6,Petrol,yes,2012,Auris,13900
Audi,sedan,150,NA,Petrol,yes,2006,A8,13900
Audi,other,197,2,Diesel,yes,2006,A6,13900
BMW,sedan,262,4,Diesel,yes,2003,740,13900
BMW,other,80,3,Petrol,yes,2002,330,13900
